epigenome	mark	ChromImpute_top1%	ChromImpute_corr_clip500	Average_top1%	Average_corr_clip500
IHECRE00000795.3	H3K4me1	38.7391	0.6128	26.8688	0.4794
IHECRE00000800.3	H3K4me1	36.1536	0.5241	18.0054	0.3258
IHECRE00000803.1	H3K4me1	58.5249	0.7853	22.5234	0.4381
IHECRE00000807.3	H3K4me1	32.3626	0.6019	9.7399	0.2394
IHECRE00000808.1	H3K4me1	66.7953	0.8445	34.8049	0.5631
IHECRE00000810.3	H3K4me1	61.7913	0.7938	30.3503	0.4958
IHECRE00000813.1	H3K4me1	53.3826	0.8266	31.4318	0.608
IHECRE00000821.3	H3K4me1	39.9447	0.5613	17.205	0.3113
IHECRE00000828.1	H3K4me1	64.6104	0.8486	30.9166	0.5489
IHECRE00000831.3	H3K4me1	59.6238	0.8051	44.0316	0.6671
IHECRE00000833.3	H3K4me1	10.932	0.2272	8.1827	0.1677
IHECRE00000844.1	H3K4me1	41.6355	0.6199	22.9254	0.4088
IHECRE00000845.3	H3K4me1	50.0128	0.7028	31.647	0.5123
IHECRE00000864.3	H3K4me1	53.9776	0.7843	20.6995	0.4233
IHECRE00000865.1	H3K4me1	23.8315	0.4189	31.3029	0.5054
IHECRE00000866.3	H3K4me1	46.3108	0.7078	33.4306	0.5819
IHECRE00000867.3	H3K4me1	56.7175	0.7445	24.0493	0.42
IHECRE00000868.3	H3K4me1	50.2981	0.7273	29.5939	0.5101
IHECRE00000871.3	H3K4me1	39.2823	0.6253	24.7767	0.4605
IHECRE00000882.3	H3K4me1	18.333	0.3071	12.5623	0.2323
IHECRE00000886.3	H3K4me1	29.5294	0.4527	16.3652	0.295
IHECRE00000891.3	H3K4me1	32.5612	0.4898	17.1687	0.3104
IHECRE00000913.1	H3K4me1	44.1735	0.6829	17.3388	0.3765
IHECRE00000916.3	H3K4me1	54.3864	0.7831	19.4692	0.3901
IHECRE00000924.7	H3K4me1	36.0158	0.6066	19.9581	0.4067
IHECRE00000925.7	H3K4me1	57.4109	0.7474	24.258	0.4059
IHECRE00000926.6	H3K4me1	61.4838	0.8333	44.8069	0.6872
IHECRE00000927.6	H3K4me1	46.3716	0.6941	27.2433	0.4677
IHECRE00000929.7	H3K4me1	54.5627	0.7667	36.335	0.5961
IHECRE00000930.6	H3K4me1	73.8957	0.8488	44.5113	0.5917
IHECRE00000931.7	H3K4me1	54.0065	0.7048	32.2526	0.5058
IHECRE00000933.7	H3K4me1	50.247	0.7896	18.9832	0.4087
IHECRE00000934.7	H3K4me1	57.9989	0.7404	35.2629	0.5061
IHECRE00000935.6	H3K4me1	77.4124	0.8891	50.523	0.6884
IHECRE00000936.7	H3K4me1	40.9027	0.6212	19.0689	0.364
IHECRE00000937.7	H3K4me1	46.2515	0.7454	16.5837	0.3954
IHECRE00000938.7	H3K4me1	23.6003	0.3856	8.2372	0.1361
IHECRE00000939.6	H3K4me1	46.9144	0.7427	18.3495	0.383
IHECRE00000940.6	H3K4me1	63.7441	0.8723	24.3264	0.4902
IHECRE00000941.6	H3K4me1	52.4674	0.8134	12.5415	0.3241
IHECRE00000942.6	H3K4me1	46.7967	0.6658	21.6101	0.3897
IHECRE00000943.7	H3K4me1	40.3487	0.5968	21.3144	0.3759
IHECRE00000944.7	H3K4me1	44.9636	0.6887	20.0117	0.3903
IHECRE00000945.7	H3K4me1	56.7788	0.7701	26.5309	0.4594
IHECRE00000946.7	H3K4me1	45.134	0.7341	16.8233	0.3902
IHECRE00000947.7	H3K4me1	54.2467	0.7402	34.1849	0.5524
IHECRE00000948.6	H3K4me1	63.578	0.8569	27.6463	0.509
IHECRE00000949.6	H3K4me1	50.6279	0.7427	20.9184	0.409
IHECRE00000950.7	H3K4me1	55.2976	0.7607	26.7096	0.4625
IHECRE00000951.7	H3K4me1	69.6616	0.8727	54.639	0.7219
IHECRE00000952.6	H3K4me1	68.6519	0.885	23.9439	0.4606
IHECRE00000953.7	H3K4me1	34.4481	0.5723	19.3348	0.3869
IHECRE00000954.6	H3K4me1	29.1051	0.3932	18.9968	0.2707
IHECRE00000955.6	H3K4me1	67.0339	0.8785	23.4418	0.4535
IHECRE00000956.7	H3K4me1	58.9134	0.8396	22.0634	0.4586
IHECRE00000957.7	H3K4me1	41.9704	0.6701	21.2781	0.421
IHECRE00000958.6	H3K4me1	64.4409	0.806	39.7474	0.5784
IHECRE00000959.6	H3K4me1	32.5438	0.6253	16.0276	0.4026
IHECRE00000960.6	H3K4me1	52.2752	0.7805	32.8968	0.5847
IHECRE00000961.6	H3K4me1	51.4834	0.8119	7.4783	0.2477
IHECRE00000962.7	H3K4me1	43.8827	0.7078	15.1593	0.3438
IHECRE00000963.7	H3K4me1	59.5232	0.8182	38.2524	0.6155
IHECRE00000964.7	H3K4me1	38.4596	0.5769	23.9756	0.4088
IHECRE00000965.7	H3K4me1	59.6782	0.7893	27.6437	0.4719
IHECRE00000966.7	H3K4me1	57.8147	0.7735	28.6758	0.4893
IHECRE00000967.6	H3K4me1	70.0313	0.8705	40.2749	0.6076
IHECRE00000968.6	H3K4me1	47.2495	0.7712	15.9688	0.3832
IHECRE00000969.7	H3K4me1	46.2798	0.6437	32.0669	0.4916
IHECRE00000971.6	H3K4me1	53.4661	0.6913	36.9029	0.5362
IHECRE00000972.6	H3K4me1	34.2288	0.5595	33.289	0.5269
IHECRE00000973.6	H3K4me1	67.0304	0.8679	43.9548	0.6631
IHECRE00000974.7	H3K4me1	42.2953	0.6415	19.0401	0.3633
IHECRE00000975.8	H3K4me1	35.9253	0.6046	17.8497	0.3799
IHECRE00000976.6	H3K4me1	74.7991	0.8553	43.4978	0.5984
IHECRE00000977.6	H3K4me1	59.3109	0.8063	16.3893	0.3638
IHECRE00000978.6	H3K4me1	57.0443	0.7535	30.5541	0.4865
IHECRE00000979.6	H3K4me1	67.7882	0.7965	44.0405	0.5665
IHECRE00000980.8	H3K4me1	37.2742	0.6342	19.7473	0.4121
IHECRE00000982.6	H3K4me1	37.5468	0.639	24.9214	0.491
IHECRE00000983.7	H3K4me1	25.3028	0.4903	19.5784	0.3951
IHECRE00000984.6	H3K4me1	59.7449	0.7944	38.2659	0.5876
IHECRE00000985.7	H3K4me1	33.7102	0.5793	7.3528	0.1968
IHECRE00000986.6	H3K4me1	59.0998	0.8343	21.6854	0.4415
IHECRE00000987.6	H3K4me1	47.4565	0.7223	19.6718	0.3976
IHECRE00000988.6	H3K4me1	60.0205	0.7698	29.0233	0.4857
IHECRE00000989.7	H3K4me1	62.3067	0.8369	43.0059	0.6555
IHECRE00000990.6	H3K4me1	42.6943	0.639	13.1482	0.2863
IHECRE00000991.6	H3K4me1	63.4264	0.8638	26.265	0.4972
IHECRE00000992.7	H3K4me1	40.9555	0.6688	11.7531	0.2725
IHECRE00000993.6	H3K4me1	50.8727	0.7248	21.481	0.3962
IHECRE00000994.7	H3K4me1	51.3187	0.7891	19.5132	0.4202
IHECRE00000995.6	H3K4me1	61.8461	0.8232	25.2535	0.449
IHECRE00000996.7	H3K4me1	44.849	0.7351	8.1638	0.2382
IHECRE00000997.7	H3K4me1	40.2742	0.6428	16.5251	0.3273
IHECRE00000999.7	H3K4me1	42.569	0.6728	11.0832	0.2646
IHECRE00001000.7	H3K4me1	41.1292	0.7229	9.8262	0.2835
IHECRE00001001.6	H3K4me1	66.1357	0.8678	35.7909	0.5955
IHECRE00001002.4	H3K4me1	27.947	0.5346	4.755	0.1489
IHECRE00001003.4	H3K4me1	58.9052	0.8325	31.7923	0.5732
IHECRE00001004.4	H3K4me1	39.188	0.5646	26.0841	0.4014
IHECRE00001005.4	H3K4me1	58.5434	0.8333	24.1877	0.4756
IHECRE00001006.4	H3K4me1	68.7993	0.8987	30.4434	0.5532
IHECRE00001007.4	H3K4me1	59.6832	0.8297	23.7585	0.4655
IHECRE00001008.4	H3K4me1	50.1553	0.7356	32.7668	0.5778
IHECRE00001009.4	H3K4me1	58.9547	0.8142	28.8056	0.5146
IHECRE00001010.4	H3K4me1	63.4156	0.8407	21.8645	0.4051
IHECRE00001011.4	H3K4me1	73.6979	0.8867	26.6347	0.4521
IHECRE00001012.4	H3K4me1	50.4245	0.7632	20.5181	0.4256
IHECRE00001013.4	H3K4me1	65.0689	0.88	30.9329	0.5643
IHECRE00001014.4	H3K4me1	57.9184	0.8325	23.2145	0.4566
IHECRE00001015.4	H3K4me1	62.5607	0.8614	53.0481	0.7857
IHECRE00001016.4	H3K4me1	60.2976	0.8475	25.4864	0.5006
IHECRE00001017.4	H3K4me1	65.8972	0.8802	28.4446	0.5258
IHECRE00001018.4	H3K4me1	56.1688	0.8055	29.9414	0.5496
IHECRE00001019.4	H3K4me1	59.0495	0.8291	28.538	0.533
IHECRE00001020.4	H3K4me1	65.0646	0.8711	30.52	0.5522
IHECRE00001021.4	H3K4me1	49.4962	0.7591	20.6449	0.4434
IHECRE00001022.4	H3K4me1	60.6218	0.8435	31.6372	0.5695
IHECRE00001023.7	H3K4me1	28.5947	0.5474	7.8531	0.2033
IHECRE00001024.7	H3K4me1	40.9357	0.5867	35.6514	0.5404
IHECRE00001025.7	H3K4me1	50.5649	0.7486	32.1643	0.5683
IHECRE00001026.7	H3K4me1	34.9678	0.6234	18.2665	0.3967
IHECRE00001027.7	H3K4me1	31.987	0.5629	18.9257	0.3887
IHECRE00001029.7	H3K4me1	43.431	0.6908	17.3722	0.3508
IHECRE00001030.7	H3K4me1	37.5641	0.5667	21.7687	0.3879
IHECRE00001031.6	H3K4me1	60.1081	0.8363	25.3833	0.4805
IHECRE00001032.6	H3K4me1	42.022	0.6842	18.2801	0.3644
IHECRE00001033.7	H3K4me1	59.1551	0.8363	23.1152	0.4791
IHECRE00001034.7	H3K4me1	62.348	0.8236	40.4723	0.6247
IHECRE00001036.6	H3K4me1	71.5582	0.8824	40.1758	0.6033
IHECRE00001037.6	H3K4me1	55.6379	0.8393	7.4963	0.2455
IHECRE00001038.6	H3K4me1	45.4319	0.664	13.2923	0.2707
IHECRE00001039.6	H3K4me1	39.8266	0.6818	11.1819	0.3019
IHECRE00001040.6	H3K4me1	40.5357	0.7308	11.9465	0.3469
IHECRE00001041.8	H3K4me1	51.9688	0.7334	19.042	0.3741
IHECRE00001043.7	H3K4me1	49.0234	0.7705	22.8265	0.4662
IHECRE00001044.7	H3K4me1	58.5356	0.8189	44.34	0.6681
IHECRE00001045.7	H3K4me1	36.7595	0.6296	18.7443	0.3917
IHECRE00001046.7	H3K4me1	49.777	0.6819	31.5957	0.4972
IHECRE00001047.7	H3K4me1	27.22	0.488	12.3086	0.2781
IHECRE00001048.6	H3K4me1	61.4881	0.8416	22.5966	0.4365
IHECRE00001049.7	H3K4me1	24.8749	0.4931	11.7366	0.3102
IHECRE00001050.8	H3K4me1	50.4326	0.7807	13.9921	0.3203
IHECRE00001052.6	H3K4me1	71.9756	0.8953	39.1243	0.6021
IHECRE00001054.7	H3K4me1	52.0567	0.8146	9.0854	0.2687
IHECRE00001055.7	H3K4me1	53.843	0.8176	8.3046	0.2513
IHECRE00001232.5	H3K4me1	54.9327	0.7493	25.1418	0.4469
IHECRE00001233.5	H3K4me1	60.216	0.8298	26.0032	0.4869
IHECRE00001234.5	H3K4me1	58.1491	0.8086	23.1766	0.45
IHECRE00001235.5	H3K4me1	50.172	0.7536	24.1179	0.4638
IHECRE00001236.5	H3K4me1	44.9555	0.7028	21.4549	0.4316
IHECRE00001237.1	H3K4me1	74.3041	0.8923	42.0752	0.6136
IHECRE00001239.1	H3K4me1	55.8255	0.7469	40.2081	0.6012
IHECRE00001244.1	H3K4me1	38.1928	0.6361	18.4852	0.4201
IHECRE00001246.1	H3K4me1	65.6463	0.8935	49.4708	0.7658
IHECRE00001249.1	H3K4me1	78.2046	0.95	54.5577	0.7858
IHECRE00001250.1	H3K4me1	72.8378	0.9404	38.1709	0.6832
IHECRE00001251.1	H3K4me1	56.9943	0.7754	30.374	0.5046
IHECRE00001252.1	H3K4me1	81.1873	0.9578	49.0408	0.7512
IHECRE00001255.1	H3K4me1	65.1585	0.8579	41.0106	0.6406
IHECRE00001256.1	H3K4me1	49.3521	0.7221	33.7919	0.5536
IHECRE00001263.1	H3K4me1	78.9148	0.9458	49.8916	0.7535
IHECRE00001267.1	H3K4me1	40.0036	0.6251	27.746	0.4684
IHECRE00001269.1	H3K4me1	60.6613	0.7839	38.6437	0.5857
IHECRE00001275.1	H3K4me1	64.6952	0.8739	45.7611	0.7037
IHECRE00001286.1	H3K4me1	66.5578	0.8958	34.7352	0.6377
IHECRE00001289.1	H3K4me1	50.2904	0.7212	31.163	0.5413
IHECRE00001292.1	H3K4me1	59.4645	0.8192	36.8946	0.5976
IHECRE00001293.1	H3K4me1	60.3829	0.8515	34.0616	0.6199
IHECRE00001300.1	H3K4me1	75.9178	0.9313	45.4418	0.7167
IHECRE00001306.1	H3K4me1	59.4005	0.8237	42.8039	0.6694
IHECRE00001309.1	H3K4me1	57.8083	0.7929	33.5051	0.5464
IHECRE00001310.1	H3K4me1	62.6134	0.8267	32.3098	0.5118
IHECRE00001314.1	H3K4me1	70.3545	0.912	39.7145	0.6689
IHECRE00001315.1	H3K4me1	64.8177	0.8574	41.0849	0.6411
IHECRE00001319.1	H3K4me1	61.7685	0.8241	46.2703	0.6856
IHECRE00001320.1	H3K4me1	43.6504	0.7066	25.7981	0.4791
IHECRE00001322.1	H3K4me1	56.3446	0.7587	33.4284	0.5244
IHECRE00001326.1	H3K4me1	57.4358	0.8311	43.7568	0.7048
IHECRE00001332.1	H3K4me1	70.4678	0.9269	36.0152	0.6618
IHECRE00001335.1	H3K4me1	45.016	0.7382	16.1406	0.3814
IHECRE00001359.1	H3K4me1	62.3122	0.8419	60.5293	0.8068
IHECRE00001362.1	H3K4me1	57.9749	0.7994	34.867	0.5608
IHECRE00001363.1	H3K4me1	NA	NA	40.5502	0.6466
IHECRE00001366.1	H3K4me1	58.2988	0.8177	31.06	0.5157
IHECRE00001368.1	H3K4me1	56.5802	0.7671	31.0128	0.5016
IHECRE00001370.1	H3K4me1	65.3429	0.8421	35.7464	0.546
IHECRE00001372.1	H3K4me1	65.7604	0.8987	39.0323	0.6914
IHECRE00001375.1	H3K4me1	73.3108	0.9081	33.852	0.5486
IHECRE00001377.1	H3K4me1	80.0668	0.9535	50.5711	0.7597
IHECRE00001378.1	H3K4me1	62.8701	0.8521	50.8071	0.7663
IHECRE00001379.1	H3K4me1	71.9845	0.886	43.8245	0.6438
IHECRE00001380.1	H3K4me1	62.7096	0.8583	34.1044	0.5597
IHECRE00001381.1	H3K4me1	75.4498	0.9432	45.6468	0.7366
IHECRE00001383.1	H3K4me1	76.1221	0.9381	45.0757	0.7229
IHECRE00001387.1	H3K4me1	56.8183	0.8307	33.6572	0.6097
IHECRE00001391.1	H3K4me1	51.9956	0.7627	30.3822	0.5502
IHECRE00001392.1	H3K4me1	56.7157	0.7584	34.8787	0.5388
IHECRE00001398.1	H3K4me1	53.8807	0.7852	32.58	0.5832
IHECRE00001409.1	H3K4me1	62.4543	0.8636	49.211	0.7453
IHECRE00001412.1	H3K4me1	49.9729	0.7026	33.7539	0.5117
IHECRE00001413.1	H3K4me1	56.3787	0.812	50.9491	0.7529
IHECRE00001417.1	H3K4me1	41.2171	0.6262	22.4442	0.404
IHECRE00001421.1	H3K4me1	68.6395	0.8499	39.4901	0.5875
IHECRE00001427.1	H3K4me1	78.5051	0.9509	50.6721	0.7637
IHECRE00001431.1	H3K4me1	60.3047	0.8061	43.8152	0.6542
IHECRE00001435.1	H3K4me1	65.0029	0.8117	39.0157	0.6089
IHECRE00001438.1	H3K4me1	68.1417	0.911	45.6082	0.7332
IHECRE00001439.1	H3K4me1	42.965	0.6945	29.7379	0.543
IHECRE00001447.1	H3K4me1	71.1135	0.8874	40.7661	0.6196
IHECRE00001449.1	H3K4me1	57.9302	0.7952	35.4314	0.5643
IHECRE00001457.1	H3K4me1	52.9936	0.8397	29.3971	0.607
IHECRE00001458.1	H3K4me1	59.9618	0.8037	40.6326	0.6301
IHECRE00001460.1	H3K4me1	65.7738	0.8457	39.9301	0.6068
IHECRE00001461.1	H3K4me1	80.418	0.9542	47.3731	0.7399
IHECRE00001467.1	H3K4me1	68.379	0.8601	41.724	0.6158
IHECRE00001468.1	H3K4me1	61.6828	0.8354	36.2102	0.5897
IHECRE00001469.1	H3K4me1	50.1345	0.7133	39.0705	0.5943
IHECRE00001470.1	H3K4me1	65.8763	0.782	36.8051	0.5153
IHECRE00001471.1	H3K4me1	59.0579	0.854	32.789	0.6301
IHECRE00001474.1	H3K4me1	67.5052	0.9058	47.3399	0.7405
IHECRE00001477.1	H3K4me1	10.0131	0.1942	8.8357	0.1578
IHECRE00001478.1	H3K4me1	74.7922	0.9179	40.8797	0.6313
IHECRE00001480.1	H3K4me1	57.8336	0.8199	36.1369	0.6069
IHECRE00001482.1	H3K4me1	53.6628	0.8125	41.9558	0.6982
IHECRE00001483.1	H3K4me1	56.8273	0.7629	42.7469	0.6434
IHECRE00001486.1	H3K4me1	65.8014	0.8562	36.884	0.5809
IHECRE00001488.1	H3K4me1	51.9802	0.6676	34.6527	0.5086
IHECRE00001490.1	H3K4me1	53.2363	0.8284	34.7081	0.637
IHECRE00001492.1	H3K4me1	80.1324	0.9563	47.6497	0.7401
IHECRE00001493.1	H3K4me1	71.856	0.9143	40.3764	0.6825
IHECRE00001494.1	H3K4me1	70.0441	0.8881	38.2519	0.5943
IHECRE00001499.1	H3K4me1	70.2314	0.8971	42.2561	0.6887
IHECRE00001501.1	H3K4me1	61.2322	0.8431	44.8295	0.7121
IHECRE00001502.1	H3K4me1	68.0807	0.9153	37.1437	0.6783
IHECRE00001503.1	H3K4me1	51.9815	0.7778	36.9851	0.6166
IHECRE00001508.1	H3K4me1	43.0445	0.6999	23.3569	0.4936
IHECRE00001510.1	H3K4me1	51.6322	0.7976	20.1968	0.4396
IHECRE00001516.1	H3K4me1	53.555	0.7424	41.523	0.6252
IHECRE00001517.1	H3K4me1	53.1994	0.7816	36.2762	0.614
IHECRE00001518.1	H3K4me1	59.6277	0.8352	43.3285	0.6948
IHECRE00001526.1	H3K4me1	74.9078	0.9082	44.8973	0.6515
IHECRE00001528.1	H3K4me1	81.399	0.9524	48.0961	0.7401
IHECRE00001533.1	H3K4me1	57.0442	0.7623	32.3928	0.5172
IHECRE00001536.1	H3K4me1	34.4741	0.6072	24.1739	0.5016
IHECRE00001538.1	H3K4me1	73.581	0.9386	36.4382	0.6655
IHECRE00001540.1	H3K4me1	62.423	0.8433	39.5721	0.6151
IHECRE00001542.1	H3K4me1	36.6075	0.6427	23.6266	0.5043
IHECRE00001546.1	H3K4me1	50.9448	0.8173	33.7516	0.6406
IHECRE00001548.1	H3K4me1	44.0556	0.6868	27.8007	0.509
IHECRE00001549.1	H3K4me1	51.1919	0.7033	30.1841	0.4658
IHECRE00001551.1	H3K4me1	73.5593	0.9286	42.057	0.7028
IHECRE00001554.1	H3K4me1	43.5589	0.6827	31.1817	0.549
IHECRE00001557.1	H3K4me1	61.2076	0.8399	42.5137	0.6657
IHECRE00001851.4	H3K4me1	47.0642	0.6482	18.1551	0.3366
IHECRE00001852.4	H3K4me1	42.2878	0.7174	19.1776	0.4194
IHECRE00001853.4	H3K4me1	36.2238	0.6142	16.8259	0.3578
IHECRE00001854.4	H3K4me1	52.3776	0.8003	9.2669	0.2914
IHECRE00001856.4	H3K4me1	60.8787	0.7589	24.0129	0.4138
IHECRE00001857.4	H3K4me1	77.2936	0.9107	51.9275	0.7386
IHECRE00001858.4	H3K4me1	44.7898	0.619	15.4524	0.2994
IHECRE00001859.4	H3K4me1	61.8851	0.8378	14.4388	0.352
IHECRE00001860.4	H3K4me1	52.3802	0.6424	27.5971	0.3693
IHECRE00001861.4	H3K4me1	46.2217	0.6269	17.0004	0.3245
IHECRE00001873.2	H3K4me1	4.3908	0.1426	1.9036	0.0703
IHECRE00001874.2	H3K4me1	32.4633	0.438	12.51	0.2545
IHECRE00001875.2	H3K4me1	1.5393	0.0428	1.4859	0.0497
IHECRE00001876.2	H3K4me1	18.9867	0.3245	8.408	0.2072
IHECRE00001877.2	H3K4me1	51.7472	0.7634	11.8427	0.2997
IHECRE00001878.2	H3K4me1	0.5821	-0.0107	0.5695	-0.0199
IHECRE00001879.2	H3K4me1	6.3952	0.1531	2.6306	0.0846
IHECRE00001880.2	H3K4me1	38.0152	0.5258	14.8846	0.3098
IHECRE00001881.4	H3K4me1	63.6707	0.8233	18.4135	0.355
IHECRE00001882.4	H3K4me1	42.1453	0.6851	13.0755	0.3335
IHECRE00001883.4	H3K4me1	51.8242	0.7322	17.6778	0.3574
IHECRE00001884.4	H3K4me1	59.5171	0.8116	14.3826	0.3335
IHECRE00001885.4	H3K4me1	62.1681	0.8429	16.9284	0.3681
IHECRE00001886.4	H3K4me1	54.9402	0.7751	15.0202	0.3295
IHECRE00001887.4	H3K4me1	25.5402	0.3718	19.895	0.3008
IHECRE00001888.4	H3K4me1	59.3348	0.7956	16.3872	0.3556
IHECRE00001889.4	H3K4me1	48.2229	0.7386	14.7516	0.3172
IHECRE00001890.4	H3K4me1	58.1152	0.7938	18.2384	0.3791
IHECRE00001891.4	H3K4me1	50.4754	0.7228	15.0682	0.3266
IHECRE00001892.4	H3K4me1	46.3765	0.6955	28.6505	0.5148
IHECRE00001893.4	H3K4me1	36.9679	0.6244	12.203	0.3142
IHECRE00001896.1	H3K4me1	23.3606	0.4834	9.0627	0.2733
IHECRE00001897.1	H3K4me1	36.9135	0.589	17.798	0.3963
IHECRE00001899.1	H3K4me1	38.0145	0.5777	16.3429	0.3347
IHECRE00001900.1	H3K4me1	73.4212	0.8762	16.3285	0.3688
IHECRE00001901.1	H3K4me1	77.5953	0.8932	20.2818	0.4163
IHECRE00001902.1	H3K4me1	69.4399	0.8733	19.0047	0.4138
IHECRE00001903.1	H3K4me1	74.1195	0.9028	42.1128	0.6702
IHECRE00001904.1	H3K4me1	77.2792	0.919	42.2434	0.6742
IHECRE00001905.1	H3K4me1	80.0579	0.8991	50.9402	0.7237
IHECRE00001906.1	H3K4me1	77.6683	0.935	41.0678	0.6735
IHECRE00001907.1	H3K4me1	75.8032	0.9001	41.8716	0.666
IHECRE00001908.1	H3K4me1	80.821	0.9213	52.5845	0.7505
IHECRE00001909.1	H3K4me1	51.4734	0.7215	31.0141	0.5184
IHECRE00001913.1	H3K4me1	66.2569	0.8214	40.2779	0.6055
IHECRE00001914.1	H3K4me1	71.9793	0.8651	43.5317	0.6319
IHECRE00001915.1	H3K4me1	58.3608	0.8129	28.1816	0.5104
IHECRE00001916.1	H3K4me1	65.3098	0.8153	39.9402	0.6085
IHECRE00001917.1	H3K4me1	73.289	0.8773	42.6327	0.6401
IHECRE00001918.1	H3K4me1	58.8028	0.7754	37.8165	0.5872
IHECRE00001921.1	H3K4me1	65.337	0.8523	39.546	0.5971
IHECRE00001935.1	H3K4me1	74.1302	0.9082	42.0906	0.6768
IHECRE00001936.1	H3K4me1	58.6376	0.8299	30.4754	0.5695
IHECRE00001952.2	H3K4me1	49.973	0.7325	12.4748	0.2871
IHECRE00001954.2	H3K4me1	69.8288	0.8995	21.0102	0.4149
IHECRE00001955.3	H3K4me1	70.546	0.918	16.1567	0.3719
IHECRE00001956.2	H3K4me1	67.1547	0.8824	20.2882	0.4107
IHECRE00001957.2	H3K4me1	71.7893	0.9164	17.268	0.3797
IHECRE00001958.3	H3K4me1	60.9582	0.8598	18.5277	0.3977
IHECRE00001959.2	H3K4me1	50.0636	0.7534	19.4042	0.4244
IHECRE00001961.2	H3K4me1	45.1153	0.7025	16.5683	0.3674
IHECRE00001962.2	H3K4me1	68.7462	0.8847	14.4023	0.3162
IHECRE00001963.2	H3K4me1	66.9034	0.8857	15.2234	0.3295
IHECRE00001964.2	H3K4me1	42.5756	0.6326	13.0393	0.2745
IHECRE00001965.2	H3K4me1	38.7046	0.5904	14.2187	0.3017
IHECRE00001966.2	H3K4me1	68.4138	0.8772	22.6619	0.4291
IHECRE00001973.1	H3K4me1	58.7041	0.8258	26.2464	0.4949
IHECRE00001984.1	H3K4me1	70.4941	0.905	25.7111	0.4926
IHECRE00001990.1	H3K4me1	69.2749	0.8985	25.1296	0.4877
IHECRE00001992.1	H3K4me1	9.8547	0.1965	6.6067	0.1333
IHECRE00001997.1	H3K4me1	62.8589	0.8773	20.0505	0.4226
IHECRE00002005.1	H3K4me1	70.3441	0.8965	26.422	0.4848
IHECRE00002029.1	H3K4me1	22.716	0.4484	15.6766	0.3351
IHECRE00002048.1	H3K4me1	35.7191	0.6134	22.8755	0.4589
IHECRE00002049.2	H3K4me1	19.3769	0.5014	5.3583	0.2401
IHECRE00002058.1	H3K4me1	68.3087	0.8856	23.7126	0.4516
IHECRE00002061.1	H3K4me1	47.9092	0.7502	28.4906	0.536
IHECRE00002063.1	H3K4me1	67.6469	0.8984	22.5837	0.4622
IHECRE00002065.1	H3K4me1	57.4586	0.8098	22.3136	0.4499
IHECRE00002067.1	H3K4me1	65.6914	0.8765	24.8547	0.4745
IHECRE00002071.1	H3K4me1	25.0392	0.4676	15.3211	0.331
IHECRE00002075.1	H3K4me1	39.4476	0.6619	23.5828	0.4764
IHECRE00002076.1	H3K4me1	59.1529	0.828	26.914	0.5039
IHECRE00002086.1	H3K4me1	58.074	0.8166	21.9704	0.4427
IHECRE00002159.1	H3K4me1	69.1333	0.8562	28.5859	0.4728
IHECRE00002161.1	H3K4me1	68.0516	0.8492	26.2984	0.4552
IHECRE00002163.1	H3K4me1	48.306	0.6686	23.4814	0.4107
IHECRE00002164.1	H3K4me1	75.874	0.8743	60.9356	0.7574
IHECRE00002175.1	H3K4me1	81.3324	0.9361	63.6204	0.8099
IHECRE00002176.1	H3K4me1	NA	NA	28.3788	0.503
IHECRE00002180.1	H3K4me1	65.975	0.8171	29.687	0.4768
IHECRE00002182.1	H3K4me1	72.8525	0.8965	28.9002	0.4926
IHECRE00002183.1	H3K4me1	78.1693	0.9189	61.1768	0.7821
IHECRE00002185.1	H3K4me1	72.3393	0.8841	32.9382	0.5189
IHECRE00002187.1	H3K4me1	80.8053	0.9244	62.5231	0.7763
IHECRE00002191.1	H3K4me1	45.0114	0.5712	21.161	0.3388
IHECRE00002192.1	H3K4me1	78.0204	0.9141	61.4653	0.7923
IHECRE00002193.1	H3K4me1	77.9226	0.9317	62.187	0.8125
IHECRE00002194.1	H3K4me1	71.511	0.874	27.9007	0.4644
IHECRE00002196.1	H3K4me1	68.7242	0.857	27.902	0.4708
IHECRE00002197.1	H3K4me1	61.6548	0.7695	24.1002	0.4092
IHECRE00002198.1	H3K4me1	82.7384	0.9337	63.1975	0.7889
IHECRE00002199.1	H3K4me1	72.0147	0.8903	28.8361	0.5063
IHECRE00002200.1	H3K4me1	82.6085	0.9334	62.6434	0.8003
IHECRE00002201.1	H3K4me1	60.9172	0.765	25.405	0.4168
IHECRE00002204.1	H3K4me1	82.232	0.9241	63.6678	0.7879
IHECRE00002210.1	H3K4me1	80.7304	0.9121	61.8642	0.7897
IHECRE00002211.1	H3K4me1	63.5006	0.782	23.1971	0.3912
IHECRE00002215.1	H3K4me1	74.9231	0.8968	58.2199	0.7628
IHECRE00002216.1	H3K4me1	78.388	0.915	60.9766	0.7735
IHECRE00002218.1	H3K4me1	NA	NA	61.8983	0.7749
IHECRE00002222.1	H3K4me1	79.5852	0.9189	61.7605	0.7993
IHECRE00002223.1	H3K4me1	84.3922	0.9395	62.4727	0.7888
IHECRE00002224.1	H3K4me1	78.9877	0.9383	61.503	0.8092
IHECRE00002225.1	H3K4me1	76.5015	0.9166	32.5156	0.5258
IHECRE00002226.1	H3K4me1	66.446	0.8557	29.5354	0.5275
